Date,Priority,IM,Shift,Start Time,Item,WO#,L/R,Mold No.,Planned Vol (set),Totes Needed,Plan Hr,Cycle Time,Actual OP hr,DT Hours,Unplanned DT Reason,DT Reason notes,Actual Cycle Time,Actual Startup time,Actual Prod. Vol (set),Good LH,Good RH,Def LH,Def RH,Scrap %,"Quoted
Efficiency","CBC
Efficiency",eff*Prod,Utilization,OEE. Quote,OEE CBC STD,Total Scheduled,Total Produced,Total Good Parts,"Achiev.
(Actual)","Achiev.
(Good)",Production Cost,Scrap Cost,Material Used,Material,Material $,"PXYZ
Efficiency",OEE PXYZ STD,Status,Job_Change_In_Shift
2026-05-31,,IM3,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM3,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM4,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM4,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM4,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM5,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM5,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM5,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM6,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM6,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM6,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM7,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM7,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM7,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM8,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM8,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM8,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM9,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM9,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-05-31,,IM9,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM1,3,11:10PM,550B CHL HG Cover A,1014909,,M05309,500,71.42857142857143,4.166666666666667,30,0,8,,,,1130p,446,445,445,1,1,0.002242152466367713,0,0,0,0,0,0,1000,892,890,0.892,0.89,776.97,1.746,130.232,PC012-BK,0,,,ON,False
2026-06-01,,IM1,1,,550B CHL HG Cover A,,,M05309,600,85.71428571428571,5,30,0,8,,,,ongoing,818,818,818,0,0,0,0,0,0,0,0,0,1200,1636,1636,1.3633333333333333,1.3633333333333333,1428.228,0,238.856,PC012-BK,0,,,ON,False
2026-06-01,,IM1,2,,550B CHL HG Cover A,,,M05309,600,85.71428571428571,5,30,0,8,,,,ongoing,1231,1231,1231,0,0,0,0,0,0,0,0,0,1200,2462,2462,2.0516666666666667,2.0516666666666667,2149.326,0,359.452,PC012-BK,0,,,ON,False
2026-06-01,,IM10,3,11:40PM,31CC Reflector Turn,1015296,,TNL 620,600,60,6.666666666666667,40,0,8,,,,11p,600,599,599,1,1,0.0016666666666666668,0,0,0,0,0,0,1200,1200,1198,1,0.9983333333333333,973.9739999999999,1.626,176.39999999999998,PBT05-BK,0,,,ON,False
2026-06-01,,IM10,1,,31CC Reflector Turn,,,TNL 620,700,70,7.777777777777778,40,0,8,,,,ongoing,823,823,823,0,0,0,0,0,0,0,0,0,1400,1646,1646,1.1757142857142857,1.1757142857142857,1338.1979999999999,0,241.962,PBT05-BK,0,,,ON,False
2026-06-01,,IM10,2,,31CC Reflector Turn,,,TNL 620,700,70,7.777777777777778,40,0,8,,,,ongoing,610,610,610,0,0,0,0,0,0,0,0,0,1400,1220,1220,0.8714285714285714,0.8714285714285714,991.8599999999999,0,179.34,PBT05-BK,0,,,ON,False
2026-06-01,,IM11,3,11:50PM,01OB Bezel Plug,1011658,,1943,700,18.666666666666668,6.805555555555555,35,0,8,,,,11p,600,2398,2398,2,2,0.0008333333333333334,0,0,0,0,0,0,5600,4800,4796,0.8571428571428571,0.8564285714285713,460.416,0.384,182.22000000000003,ABS07-BK,0,,,ON,False
2026-06-01,,IM11,1,,01OB Bezel Plug,,,1943,800,21.333333333333332,7.777777777777778,35,0,8,,,,ongoing,753,3012,3012,0,0,0,0,0,0,0,0,0,6400,6024,6024,0.94125,0.94125,578.304,0,228.6861,ABS07-BK,0,,,ON,False
2026-06-01,,IM11,2,,01OB Bezel Plug,,,1943,800,21.333333333333332,7.777777777777778,35,0,8,,,,ongoing,1047,4188,4188,0,0,0,0,0,0,0,0,0,6400,8376,8376,1.30875,1.30875,804.096,0,317.9739,ABS07-BK,0,,,ON,False
2026-06-01,,IM12,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM12,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM12,2,,GM PIN,,,2717,,0,0,35,0,8,,,,2p,1100,8798,0,2,2,0.0004544421722335833,0,0,0,0,0,0,0,8802,8798,1100,1099.5001136105432,879.8000000000001,0.4,157.90788,PP024-BK,0,,,ON,False
2026-06-01,,IM14,3,12:00AM,NQ5A Bumper Brkt I/B #1,1014082,,1022,550,0,6.6825,43.74,0,8,,,,12a,475,473,473,2,2,0.004210526315789474,0,0,0,0,0,0,1100,950,946,0.8636363636363636,0.86,0,0,92.245,PAM02-BK,0,,,ON,False
2026-06-01,,IM14,1,,NQ5A Bumper Brkt I/B #1,,,1022,650,0,7.8975,43.74,0,8,,,,ongoing,732,732,732,0,0,0,0,0,0,0,0,0,1300,1464,1464,1.126153846153846,1.126153846153846,0,0,142.1544,PAM02-BK,0,,,ON,False
2026-06-01,,IM14,2,,NQ5A Bumper Brkt I/B #1,,,1022,650,0,7.8975,43.74,0,8,,,,ongoing,893,893,893,0,0,0,0,0,0,0,0,0,1300,1786,1786,1.373846153846154,1.373846153846154,0,0,173.4206,PAM02-BK,0,,,ON,False
2026-06-01,,IM15,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM15,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM15,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM16,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM16,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM16,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM17,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM17,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM17,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM18,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM18,1,9:00AM,TMA MAIN BEZEL - LWR - OPT ,1015255,,795,300,0,5.583333333333333,67,0,8,,,,1130a,70,67,67,3,3,0.04285714285714286,0,0,0,0,0,0,600,140,134,0.23333333333333334,0.22333333333333336,0,0,88.62,PC013-BK,0,,,ON,False
2026-06-01,,IM18,2,,TMA MAIN BEZEL - LWR - OPT ,,,795,200,0,3.7222222222222223,67,0,8,,,,ongoing,509,509,509,0,0,0,0,0,0,0,0,0,400,1018,1018,2.545,2.545,0,0,644.394,PC013-BK,0,,,ON,False
2026-06-01,,IM19,3,,T1XL FASCIA BRACKET 1,,,TNL 737,,0,0,55,0,8,,,,1130p,485,483,483,2,2,0.004123711340206186,0,0,0,0,0,0,0,970,966,485,483,685.86,2.84,113.4415,PP028-BK,0,,,ON,False
2026-06-01,,IM19,1,,T1XL FASCIA BRACKET 1,,,TNL 737,,0,0,55,0,8,,,,ongoing,515,515,515,0,0,0,0,0,0,0,0,0,0,1030,1030,515,515,731.3,0,120.4585,PP028-BK,0,,,ON,False
2026-06-01,,IM19,2,,T1XL FASCIA BRACKET 1,,,TNL 737,,0,0,55,0,8,,,,ongoing,456,456,456,0,0,0,0,0,0,0,0,0,0,912,912,456,456,647.52,0,106.6584,PP028-BK,0,,,ON,False
2026-06-01,,IM2,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM2,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM2,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM3,3,11:20PM,NQ5A Flange Brkt,1014086,,1021,600,0,6.829999999999999,40.98,0,8,,,,1120p,600,598,598,2,2,0.0033333333333333335,0,0,0,0,0,0,1200,1200,1196,1,0.9966666666666667,0,0,82.5411,PP022-BK,0,,,ON,False
2026-06-01,,IM3,1,,NQ5A Flange Brkt,,,1021,700,0,7.968333333333332,40.98,0,8,,,,ongoing,810,810,810,0,0,0,0,0,0,0,0,0,1400,1620,1620,1.1571428571428573,1.1571428571428573,0,0,111.430485,PP022-BK,0,,,ON,False
2026-06-01,,IM3,2,,NQ5A Flange Brkt,,,1021,700,0,7.968333333333332,40.98,0,8,,,,ongoing,784,784,784,0,0,0,0,0,0,0,0,0,1400,1568,1568,1.12,1.12,0,0,107.85370400000001,PP022-BK,0,,,ON,False
2026-06-01,,IM4,3,11:00PM,BT1CC FASCIA BRACKET,1013767,,723,550,0,7.638888888888889,50,0,8,,,,11p,600,600,600,0,0,0,0,0,0,0,0,0,1100,1200,1200,1.0909090909090908,1.0909090909090908,216,0,146.56199999999998,PP022-BK,0,,,ON,False
2026-06-01,,IM4,1,,BT1CC FASCIA BRACKET,,,723,550,0,7.638888888888889,50,0,8,,,,ongoing,916,916,916,0,0,0,0,0,0,0,0,0,1100,1832,1832,1.6654545454545455,1.6654545454545455,329.76,0,223.75132,PP022-BK,0,,,ON,False
2026-06-01,,IM4,2,4:00PM,L42P(2) HL Base A (Carrier Plate),1014991,,70637,600,0,6.716666666666667,40.3,0,8,,,,4p,390,387,387,3,3,0.007692307692307693,0,0,0,0,0,0,1200,780,774,0.65,0.645,0,0,255.2745,PC001-GY,0,,,ON,False
2026-06-01,,IM5,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM5,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM5,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM6,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM6,1,7:00AM,550B BUL-LED Shade,1013599,,M05419,1000,153.84615384615384,7.777777777777778,28,0,8,,,,530a,915,915,915,0,0,0,0,0,0,0,0,0,2000,1830,1830,0.915,0.915,916.83,0,221.69352,PC018-BK,0,,,ON,False
2026-06-01,,IM6,2,,550B BUL-LED Shade,,,M05419,1000,153.84615384615384,7.777777777777778,28,0,8,,,,ongoing,1065,1065,1065,0,0,0,0,0,0,0,0,0,2000,2130,2130,1.065,1.065,1067.13,0,258.03672,PC018-BK,0,,,ON,False
2026-06-01,,IM7,3,12:10AM,T90A RCL Extension A,1014469,,MO5772,600,80,6.5,39,0,8,,,,1a,450,449,449,1,1,0.0022222222222222222,0,0,0,0,0,0,1200,900,898,0.75,0.7483333333333333,642.968,1.432,243.00000000000003,PC003-BK,0,,,ON,False
2026-06-01,,IM7,1,,T90A RCL Extension A,,,MO5772,700,93.33333333333333,7.583333333333333,39,0,8,,,,ongoing,721,721,721,0,0,0,0,0,0,0,0,0,1400,1442,1442,1.03,1.03,1032.472,0,389.34000000000003,PC003-BK,0,,,ON,False
2026-06-01,,IM7,2,,T90A RCL Extension A,,,MO5772,700,93.33333333333333,7.583333333333333,39,0,8,,,,ongoing,872,872,872,0,0,0,0,0,0,0,0,0,1400,1744,1744,1.2457142857142858,1.2457142857142858,1248.704,0,470.88000000000005,PC003-BK,0,,,ON,False
2026-06-01,,IM8,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM8,1,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM8,2,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM9,3,,SD,,,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SD,False
2026-06-01,,IM9,1,TBD,H61P RCL-LED Refl B,1012007,,528,500,33.333333333333336,5.694444444444445,41,0,8,,,,,,-2,-2,2,2,0,0,0,0,0,0,0,1000,0,-4,0,0,-3.16,3.16,0,PC017-WT,0,,,ON,False
2026-06-01,,IM9,2,,H61P RCL-LED Refl B,,,528,700,46.666666666666664,7.972222222222222,41,0,8,,,,345p,800,800,800,0,0,0,0,0,0,0,0,0,1400,1600,1600,1.1428571428571428,1.1428571428571428,1264,0,265.6,PC017-WT,0,,,ON,False
2026-06-02,,IM1,3,ONGOING,550B CHL HG Cover A,1014909,,M05309,600,85.71428571428571,5,30,5.868333333333333,2.131666666666667,,,30.18,ongoing,700,700,700,0,0,0,0.9940357852882704,0.9940357852882704,695.8250497017893,0.855798611111111,0.8506944444444443,0.8506944444444443,1200,1400,1400,1.1666666666666667,1.1666666666666667,1222.2,0,204.39999999999998,PC012-BK,0,,,ON,False
2026-06-02,,IM1,1,,550B CHL HG Cover A,,,M05309,600,85.71428571428571,5,30,4.4431666666666665,3.5568333333333335,,fixing thermocouples on barrel.,30.18,,530,530,530,0,0,0,0.9940357852882704,0.9940357852882704,526.8389662027834,0.49059965277777773,0.48767361111111107,0.48767361111111107,1200,1060,1060,0.8833333333333333,0.8833333333333333,925.38,0,154.76,PC012-BK,0,,,ON,False
2026-06-02,,IM1,2,,550B CHL HG Cover A,,,M05309,600,85.71428571428571,5,30,10.085149999999999,-2.0851499999999987,,,30.18,,1203,1203,1203,0,0,0,0.9940357852882704,0.9940357852882704,1195.8250497017893,2.52759071875,2.5125156250000003,2.5125156250000003,1200,2406,2406,2.005,2.005,2100.438,0,351.27599999999995,PC012-BK,0,,,ON,False
2026-06-02,,IM10,3,12:30AM,31CC DRL Inner Lens,1020255,,TNL 621,200,28.571428571428573,2.2777777777777777,41,2.7299999999999995,5.2700000000000005,,,39,,252,252,252,0,0,0,1.0512820512820513,1.0512820512820513,264.9230769230769,0.42997499999999994,0.45202499999999995,0.45202499999999995,400,504,504,1.26,1.26,526.176,0,141.335712,PC020-NC,0,,,ON,False
2026-06-02,,IM10,1,,31CC DRL Inner Lens,,,TNL 621,300,42.857142857142854,3.4166666666666665,41,2.9899999999999998,5.01,,fixing thermocouples on barrel.,39,10a,276,276,276,0,0,0,1.0512820512820513,1.0512820512820513,290.1538461538462,0.34384999999999993,0.36148333333333327,0.36148333333333327,600,552,552,0.92,0.92,576.288,0,154.796256,PC020-NC,0,,,ON,False
2026-06-02,,IM10,2,,31CC DRL Inner Lens,,,TNL 621,300,42.857142857142854,3.4166666666666665,41,3.9433333333333334,4.056666666666667,,,39,,364,364,364,0,0,0,1.0512820512820513,1.0512820512820513,382.6666666666667,0.5980722222222222,0.6287425925925926,0.6287425925925926,600,728,728,1.2133333333333334,1.2133333333333334,760.032,0,204.151584,PC020-NC,0,,,ON,False
2026-06-02,,IM11,3,ONGOING,01OB Bezel Plug,1011658,,1943,700,18.666666666666668,6.805555555555555,35,5.881944444444445,2.1180555555555554,,,35,ongoing,605,2420,2420,0,0,0,1,1,605,0.6354600694444444,0.6354600694444444,0.6354600694444444,5600,4840,4840,0.8642857142857143,0.8642857142857143,464.64,0,183.73850000000002,ABS07-BK,0,,,ON,False
2026-06-02,,IM11,1,7:30AM,NQ5A Bumper Brkt I/B #2,1019390,,1023,600,0,7.246666666666665,43.48,5.125322222222222,2.8746777777777783,,,38.36,745a,481,481,481,0,0,0,1.1334723670490092,1.1334723670490092,545.2002085505734,0.5135999976851852,0.5821514050925924,0.5821514050925924,1200,962,962,0.8016666666666666,0.8016666666666666,0,0,74.7474,PAM02-BK,0,,,ON,False
2026-06-02,,IM11,2,,NQ5A Bumper Brkt I/B #2,,,1023,650,0,7.850555555555554,43.48,8.726899999999999,-0.7268999999999988,,,38.36,,819,819,819,0,0,0,1.1334723670490092,1.1334723670490092,928.3138686131385,1.37448675,1.5579427499999998,1.5579427499999998,1300,1638,1638,1.26,1.26,0,0,127.27260000000001,PAM02-BK,0,,,ON,False
2026-06-02,,IM12,3,ONGOING,GM PIN,1019080,,2717,800,4.266666666666667,7.777777777777778,35,6.473958333333332,1.5260416666666679,,,28.25,ongoing,825,6600,0,0,0,0,1.238938053097345,1.238938053097345,1022.1238938053096,0.8345336914062499,1.0339355468749998,1.0339355468749998,6400,6600,6600,1.03125,1.03125,660,0,118.40400000000001,PP024-BK,0,,,ON,False
2026-06-02,,IM12,1,,GM PIN,,,2717,800,4.266666666666667,7.777777777777778,35,7.274375,0.725625,,,28.25,,927,7416,0,0,0,0,1.238938053097345,1.238938053097345,1148.4955752212388,1.05364775390625,1.3054042968750001,1.3054042968750001,6400,7416,7416,1.15875,1.15875,741.6,0,133.04304000000002,PP024-BK,0,,,ON,False
2026-06-02,,IM12,2,,GM PIN,,,2717,800,4.266666666666667,7.777777777777778,35,9.793333333333331,-1.7933333333333312,,,28.25,,1248,9984,0,0,0,0,1.238938053097345,1.238938053097345,1546.1946902654865,1.9096999999999997,2.3659999999999997,2.3659999999999997,6400,9984,9984,1.56,1.56,998.4000000000001,0,179.11296000000002,PP024-BK,0,,,ON,False
